ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Pasteurella canis ,,0,,3,1,2,1,,VR,42674,2,2,"In regards to the Notes for this (which say there might be human-to-human transmission), there are infections without clear documented animal-contact sources, but I looked up the three most commonly cited papers and those were for P. multocida infections (P. multocida and P. canis can by synonyms, but are not always used as such, as P. multocida can be used for all Pasteurella genus spp).   Hubbert et al. 1970 hypothesize in their discussion that P. canis might have a human reservoir (possibly a comensal species in the nasal cavities, respiratory tract, or cranial sinuses; alternatively in infected urine/gastrointestinal tracts/genital tract), but did no follow up research to show whether this is true.  Escande & Lion 1993 discuss Pasteurella spp in the urinary tract, respiratory tract, etc. of humans and give no indication that they think these people were able to transmit the disease to others.  I'd grade this as a 2-2, a 1-1, or a 3-3 (very extremely low confidence on the 3-3).  Another article, Raffi et al. 1987, said that for the 8/13 cases where a recently animal-derived trauma could not be found, they organism was thought to be endogenous (from patient's *own* pharyngeal commensal flora) or secondary to contact with animal secretions.  They do not suggest human-to-human contact.",0,Pasteurella canis      ,4860,Pasteurella canis      ,75,"bacteria genus lives in the upper respiratory tract of many animals, including cats, dogs, sheep, cattle, rabbits, and rats.  Usually transmitted by bite or scratch but can be aerosolized.  However, some patients report no animal contact so some human to human transmission is thought to happen because the bacteria cannot persist long outside of a host (Acha vol I pg. 203)",Albert and Stevens 2010,,VR,42674,,Albert & Stevens 2010,Raffi et al. 1987 & Hubbert et al. 1970 & Escande & Lion 1993,
Pasteurella multocida ,,0,,3,2,3,1,,VR,42674,3,2,"Very rare in people, but evidently in 56 cultures from human cases of pasteurellosis, 26 strains were reclassified as P. multocida subsp multocida.  So it is in humans, but there is no evidence that it is transmissible between people (but only moderately confident because P multocida is not consistently broken into its subspecies and and other Pasteurella spp, like P. canis, are called P. multocida.  Possible that it is extraordinarily rarely transmitted from mother-to-child during birth, but the subspecies was not specified [[**ETA: changed this to P. multocida, so it is not included**], so I didn't [**now I have, and the score has been revised from a 2 to a 3**]] include it in my scoring (from Acha Vol 1, pg 200): ""Various cases of pasteurellosis in pregnant women have been described.  One primigravida who was carrying twins suffered from chorioamnionitis caused by P. multocida at 27 weeks, after her membranes had broken.  The twin close to the cervix became infected and died shortly after birth, while the other twin did not become infected.  It is believed that the infection rose upwards from the vagina, with asymptomatic colonization (Wong et al., 1992).""  Went to original article (Wong et al., 1992) and only had access to the abstract and first page, but the subspecies was not specified.  Similarly, Zaramella et al. 1999 describe a case of ""neonatal infection acquired intrapartum from the mother's vagina"" but again, the subspecies is not specified.  Low confidence score because of naming issues.",0,Pasteurella multocida      ,33700,Pasteurella multocida      ,4111,seems to be the main subspecies of P. multocida found in avian hosts but is also found in mammals.,Peterson et al. 2001,,VR,42674,,Zaramella et al 1999,"Acha vol 1, pg 199",
Pasteurella hemolytica ,,0,,3,2,2,1,,VR,42674,2,2,"According to Acha, P. haemolytica (different spelling, presumably same species) was found in humans--originally called P. multocida but strain reclassified as P. haemolytica.  ""P. haemolytica, an important pathogen for animals and, occasionally, for man, is related to the genus Actinobacillus and might receive its own generic name in the future.""  P. haemolytica has two biotypes and fifteen serotypes.  According to Gideon, P. haemolytica biovar T is also called Pasteurella trehalosi, and confirms that it is quite rare, but present in humans.  No indicatin of human-to-human transmission.  I found very little information on this species.",0,Pasteurella hemolytica      ,15700,Pasteurella hemolytica      ,65,"causes skin conditions.  Most commonly found in cattle and sheep, also in camels","Kaelher et al., 1980",,VR,42674,,Acha,,
Paulianfilaria pauliana ,,0,,,,-1,3,,VR,42674,,,,0,Paulianfilaria pauliana      ,0,Paulianfilaria pauliana      ,0,,Loudon and Sauther 2013,,VR,42674,,,,
Pearsonema mucronata ,,0,,-1,3,-1,3,,VR,42674,,,,0,Pearsonema mucronata      ,10,Pearsonema mucronata      ,0,nematode parasite of mustelids,Shimalov and Shimalov 2001,,VR,42674,,,,
Pearsonema plica ,,0,,-1,3,-1,1,,VR,42674,,,,0,Pearsonema plica      ,791,Pearsonema plica      ,18,"bladder worm of canids. Originally described as Capillaria plica, although both names are still used in the literature",Fernandez-Aguilar et al. 2010,,VR,42674,,,,
Pedicinus eurygaster ,,0,,-1,3,-1,3,,VR,42674,,,,0,Pedicinus eurygaster      ,38,Pedicinus eurygaster      ,2,lice found on macaques,Tanaka and Takefushi 1993,,VR,42674,,,,
Pedicinus hamadryas ,,0,,-1,3,-1,3,,VR,42674,,,,0,Pedicinus hamadryas      ,29,Pedicinus hamadryas      ,0,baboon lice,"Cohn et al., 2007",,VR,42674,,,,
Pedicinus obtusus ,,0,,-1,3,-1,2,,VR,42674,,,,0,Pedicinus obtusus      ,59,Pedicinus obtusus      ,5,macaque louse,Fukatsu et al. 2009,,VR,42674,,,,
Pediculus mjobergi ,,0,,-1,3,-1,2,,VR,42674,,,,0,Pediculus mjobergi      ,91,Pediculus mjobergi      ,1,louse on wild howlers,Stuart et al. 1998,,VR,42674,,,,
Pediculus schaeffi ,,0,,-1,3,-1,2,,VR,42674,,,,0,Pediculus schaeffi      ,86,Pediculus schaeffi      ,3,"chimpanzee louse, closely related to the human head louse","Herd et al., 2015",,VR,42674,,,,
Pelodera strongyloides ,,0,,0,1,0,1,,VR,42674,,,,0,Pelodera strongyloides      ,477,Pelodera strongyloides      ,31,"saprophytic nematode that can cause cutaneous larva migrans in humans, dogs, cats, and other mammals.  Transmission is through contact with infectious larvae in the soil.","Tanaka et al., 2004",,VR,42674,,,,
Pennella balaenopterae ,,0,,-1,1,-1,3,,VR,42674,,,,0,Pennella balaenopterae      ,64,Pennella balaenopterae      ,6,"copepod that feeds on the blubber and muscle of marine mammals.  Usually cetaceans, but more recently has been found on pinnepeds","Dailey et al., 2002",,VR,42674,,,,
Pentastomum euryzonum ,,0,,0,1,0,3,,VR,42674,,,,0,Pentastomum euryzonum      ,11,Pentastomum euryzonum      ,0,"definitive host is snakes, intermediate hosts are usually rodents or other wild mammals.  Larvae can infest humans.  Infection occurs by ingesting contaminated water or vegetables or raw snake meat. ",Herzog and Hare 1907,,VR,42674,,,,
Pentatrichomonas hominis ,,0,,1,2,0,1,,VR,42674,0,2,"CDC: http://www.cdc.gov/dpdx/pentatrichomonas/ Pentatrichomonas hominis are shed in human feces and ingested via contaminated food, water, or hands/fomites.  GIDEON: P. hominis is in the gastrointestinal tract and empyema fluid.  Several articles find that P. hominis is the etiologic agent of feline trichomonal diarrhea but Levy et al. 2003 says that Tritrichomonas foetis is the actual etiologic agent.  Definitely found in humans.  2% of surveyed children in Venezuela were infected (Bracho et al. 2013; abstract only--article in Spanish and unavailable).  Kamaruddin et al. 2014: P. hominis identified in humans, pigs, dog, water buffalo, cow, and goat.  ""Even when using the high resolution gene locus of the ITS regions, all P. hominis strains were genetically identical; thus zoonotic transmission between humans and these closely related mammals may be occuring"" in area of Indonesia that was investigated.  However, Pentatrichomonas hominis ""has been recognized as a harmless commensal gastrointestinal protozoal in humans"" although may sometimes cause gastrointestinal and repiratory symptoms.  Also reviews literature to say that P. hominis has been found in the field in a variety of species, including humans, dogs, cats, cattle, primates, rodents (guinea pig), boas, goats, and owls.  Other species have been experimentally infected.  Article suggests that P. hominis should be monitored as a potential zoonotic pathogen.  Scoring this as a 0-2 because P. hominis is described as a commensal but there might be zoonotic transmission that is pathogenic (previous commensal/naturally maintained in humans Streptoccocus spp scored as 0, even though found in infected dog bites).  Several studies regard P. hominis as generally a harmless commensal in humans.",0,Pentatrichomonas hominis      ,1060,Pentatrichomonas hominis      ,101,"commensal protozoan of vertebrate digestive tract (Gookin, Stauffer, and Levy). Generally thought to be commensal in humans, but there is emerging evidence that consumption of contaminated water/food from fecal-oral transmission could cause gastrointestinal issues, especially in children (Meloni et al. 2011)","Li et al., 2016",,VR,42674,,Kamaruddin et al. 2014,,
Percavirus Equine herpesvirus 2    ,,0,,-1,2,-1,1,,VR,42674,,,,0,Percavirus Equine herpesvirus 2    ,129,Percavirus Equine herpesvirus 2    ,0,"gamma herpes virus in horses, can cause granulomas, and respiratory issues, but usually is an immunosuppresant.  Infection usually occurs in horses almost immediately after birth",Browning and Studdert 1987,,VR,42674,,,,
Percavirus Mustelidherpesvirus1 ,,0,,-1,1,-1,1,,VR,42674,,,,0,Percavirus Mustelidherpesvirus1      ,1,Percavirus Mustelidherpesvirus1      ,0,found in badgers,"Gagnon et al., 2011",,VR,42674,,,,
Peromyscopsylla spectabilis ,,0,,-1,2,-1,2,,VR,42674,,,,0,Peromyscopsylla spectabilis      ,59,Peromyscopsylla spectabilis      ,1,flea found on voles and weasels,Renwick and Lambin 2013,,VR,42674,,,,
Pestivirus Border disease virus    ,,0,,-1,1,-1,1,,VR,42674,,,,0,Pestivirus Border disease virus    ,4510,Pestivirus Border disease virus    ,322,pestivirus of sheep,Becher et al. 1998,,VR,42674,,,,
Pestivirus Bovine viral diarrhea virus 1  ,,0,,-1,1,-1,1,,VR,42674,,,,0,Pestivirus Bovine viral diarrhea virus 1  ,9230,Pestivirus Bovine viral diarrhea virus 1  ,356,"causes many problems for cattle, especially while pregnant","Flores et al., 2002",,VR,42674,,,,
Pestivirus Bovine viral diarrhea virus 2  ,,3,,-1,1,-1,1,,VR,42674,,,,0,Pestivirus Bovine viral diarrhea virus 2  ,9200,Pestivirus Bovine viral diarrhea virus 2  ,323,"similar to BVDV1, affects cattle","Flores et al., 2002",,VR,42674,,,,
Pestivirus Classical swine fever virus   ,,0,,-1,1,-1,1,,VR,42674,,,,0,Pestivirus Classical swine fever virus   ,5700,Pestivirus Classical swine fever virus   ,374,,Moennig 2000,,VR,42674,,,,
Pestivirus Bovine viral diarrhea virus   ,,0,,,,-1,1,,VR,42674,,,,0,Pestivirus Bovine viral diarrhea virus   ,9580,Pestivirus Bovine viral diarrhea virus   ,881,,"Pellerin et al., 1994",,VR,42674,,,,
Petrovinema poculatum ,,0,,-1,2,-1,3,,VR,42674,,,,0,Petrovinema poculatum      ,82,Petrovinema poculatum      ,5,horse gastrointestinal nematode,"Silva et al., 1999",,VR,42674,,,,
Phacochoerus africanus cytomegalovirus 1    ,,0,,-1,3,-1,3,,VR,42674,,,,0,Phacochoerus africanus cytomegalovirus 1    ,29,Phacochoerus africanus cytomegalovirus 1    ,1,herpesvirus of african warthogs. Ehlers and Lowden point out that consideration for the risk of infection due to transplant should be considered with all pig species,Ehlers and Lowden 2004,,VR,42674,,,,
Phacochoerus africanus lymphotropic herpesvirus 1   ,,3,,-1,3,-1,3,,VR,42674,,,,0,Phacochoerus africanus lymphotropic herpesvirus 1   ,8,Phacochoerus africanus lymphotropic herpesvirus 1   ,1,herpesvirus of african warthogs. Ehlers and Lowden point out that consideration for the risk of infection due to transplant should be considered with all pig species,Ehlers and Lowden 2004,,VR,42674,,,,
Phacopsylla inexpectata ,,0,,-1,3,-1,3,,VR,42671,,,,0,Phacopsylla inexpectata      ,13,Phacopsylla inexpectata      ,1,warthog flea,"Matthee et al., 2013",,VR,42671,,,,
Phagicola angrense ,,0,,-1,3,-1,2,,VR,42671,,,,0,Phagicola angrense      ,106,Phagicola angrense      ,5,"raccoon intestinal nematode, thought to be transmitted through snails.  No record of this particular one as a human pathogen although others in the genus have been according to Gideon","Snyder et al., 1989",,VR,42671,,,,
Phagicola diminuta ,,0,,-1,3,-1,2,,VR,42671,,,,0,Phagicola diminuta      ,124,Phagicola diminuta      ,10,"starts in snails, then small fish, then many vertebrate hosts including raccoons.  Could not find reports of human infection although Gideon lists the genus as infectious",de Nunez 1993,,VR,42671,,,,
Phagicola longa ,,0,,0,3,1,2,,VR,42671,,,,0,Phagicola longa      ,275,Phagicola longa      ,24,"starts in snails, then small fish, then many vertebrate hosts including mammals. Chieffe et al. identify a human infection down to genus and posit that it was probably P. longa","Santos et al., 2013",,VR,42671,,,,
Phaneropsolus orbicularis ,,0,,-1,3,-1,3,,VR,42671,,,,0,Phaneropsolus orbicularis      ,27,Phaneropsolus orbicularis      ,0,"intestinal trematode found in new world primates, gideon lists the genus as causing infection",Thatcher and Porter Jr. 1968,,VR,42671,,,,
Phaneropsolus perodictici ,,0,,-1,3,-1,3,,VR,42671,,,,0,Phaneropsolus perodictici      ,3,Phaneropsolus perodictici      ,2,intestinal trematode found in lemurs. Gideon lists the genus as a human pathogen,Goodman and Panesar 1986,,VR,42671,,,,
Pharyngomyia dzerenae ,,0,,-1,3,-1,3,,VR,42671,,,,0,Pharyngomyia dzerenae      ,14,Pharyngomyia dzerenae      ,0,bot fly found in the nasopharyngeal cavity of cervids,Radhakrishnan et al. 2012,,VR,42671,,,,
Pharyngomyia picta ,,0,,-1,3,-1,3,,VR,42671,,,,0,Pharyngomyia picta      ,137,Pharyngomyia picta      ,9,"bot fly found in the nasopharyngeal cavity of cervids, may have caused a human case of ophthalmomyiasis externa but can't find a valid source to confirm",Martinez and Palomeres 1992,,VR,42671,,,,
Pharyngostomoides adenocephala ,,0,,-1,3,-1,3,,VR,42671,,,,0,Pharyngostomoides adenocephala      ,19,Pharyngostomoides adenocephala      ,1,trematode usually found in raccoons but sometimes other mammals (bears) ,"Beckerditte et al., 1971",,VR,42671,,,,
Pharyngostomoides procyonis ,,0,,-1,3,-1,2,,VR,42671,,,,0,Pharyngostomoides procyonis      ,133,Pharyngostomoides procyonis      ,5,"trematode usually found in raccoons but sometimes other mammals (bears), sometimes transmitted through milk from mothers to offspring ",Harkema 1942,,VR,42671,,,,
Pharyngostomum cordatum ,,0,,-1,2,-1,2,,VR,42671,,,,0,Pharyngostomum cordatum      ,258,Pharyngostomum cordatum      ,9,"intestinal trematode of rodents, and the predators of those rodents","Chai et al., 1990",,VR,42671,,,,
Philophthalmus zalophi ,,0,,-1,1,-1,3,,VR,42671,,,,0,Philophthalmus zalophi      ,20,Philophthalmus zalophi      ,2,eye fluke of pinnepeds found in the Galapagos islands,Dailey et al. 2005,,VR,42671,,,,
Phlebovirus Rift Valley fever virus   ,,0,,1,2,2,1,,VR,42671,2,1,"GIDEON: Humans are infected through mosquito bites or contact with the body fluids or organs of infected animals, and possibly by aerosol or ingestion of contaminated milk.  Human infections mainly occur among farmers and others at occupational risk and are often heralded by outbreaks in livestock.  Wide range of mosquito vectors, and transovarial transmission has been found in Aedes.  Mosquito saliva appears to increase the pathogenicity of RVF.  From WHO (not peer-reviewed): ""To date, no human-to-human transmission of RVF has been documented, and no transmission of RVF to health care workers has been reported when standard infection control precautions have been put in place.""  CDC agrees.  Balkhy and Memish 2003: No human-to-human transmission has been reported.  This and many other articles state that humans can get RVFV from mosquitoes and from contact with fluids from infected animals",0,Phlebovirus Rift Valley fever virus   ,3710,Phlebovirus Rift Valley fever virus   ,202,"occurs in sheep, goat, cattle, and buffalo. Mosquito vectored, but can also transmit through contact with slaughtered animals.  Full transmission cycle is undetermined and uncertainty is due to not knowing whethere or not transmission from human to human can occur","Bird et al., 2009",,VR,42671,,Balkhy and Memish 2003,,
Phlebovirus Rio Grande Virus    ,,0,,-1,1,0,1,,VR,42671,,,,0,Phlebovirus Rio Grande Virus    ,286,Phlebovirus Rio Grande Virus    ,4,"sandfly vector, found in rodents",Calisher 1977,,VR,42671,,,,
Phlebovirus Sandfly fever Sicilian virus   ,,0,,2,2,0,3,,VR,42671,0,3,"In GIDEON as an old world phlebovirus.  RNA virus that is sandfly vectored.  Sicilian is one of two distinct viral serotypes (the other being Naples...although Toscana is another?).  Definitely infects people, as GIDEON reports a 1986-1989 outbreak that infected 37 Swedish tourists in Cyprus (although some cases were Naples sandfly fever).  In 2002, 256 Greek military personnel in Cyprus were infected.  Konstantinou et al. 2007: major problem in WWII;  this paper is describing the 2002 outbreak.  Affected 44% of the 581 Greek soldiers.  Disease was self-limited.  All infected soldiers had at least one insect bite.  !! ""even though some of the infected soldiers were associated during the acute phase of their disease with soldiers from distant camps...no human-to-human transmission was observed or reported.""  Also: ""The environmental and geological characteristics are an ideal environment for sandflies. The Greek soldiers were camped in fixed, close to each other, tent sites to simulate war-like conditions, and therefore were more vulnerable to fauna and flora of the area. It was of interest that only Greek soldiers were infected, although the same park was also used by the Cypriot Army Forces, during the same period of time, without any report of similar cases."" - Greeks are non-immune populations.  Same reason why those Swedish tourist were infected.  Residents of endemic areas generally infected during childhood, and seroepidemiological studies in the Mediterranean have shown high prevalence of antibodies.  Papa et al. 2006 discuss the Greek outbreak and talk about the vegetation/geography of the area as an ideal environment for the sandfly vectors, but no mention of animal reservoirs.  Reading but not citing other articles but none of them mention anything but sandfly vectors--not discussion of non-human reservoirs.  From Dionisio et al. 2003: [in reference to all Phlebovirus spp): ""LIttle is known about the host animal reservoir: isolation tests and serological assays have suggested some animal species, mainly gerbils, as candidates, although their effective reservoir roles are still to be defined.  It seems that the role of the animal in the survival of the virus is secondary to the horizontal amplification of the virus, which is, however, able to guarantee its transovaric and venereal transmission."" and later ""Field isolates [of sandfly fever viruses] have been repeatedly reported to be poorly infectious for laboratory animals and will not kill suckling mice even after intracerebral injection""  Torn between calling this a 2-3 or a 0-3...going with 0 for now since it seems like the virus might be maintainable sans wildlife???",1,Phlebovirus Sandfly fever Sicilian virus   ,952,Phlebovirus Sandfly fever Sicilian virus   ,49,"vectored by sand fly, found in mustelids and rodents","Carhan et al., 2010",,VR,42671,,Konstantinou et al. 2007,,
